登記案號,序號,分事務所地址
095法登他000439,1,台中市南屯區五權西路2段668號5樓
095法登他000439,2,高雄市苓雅區四維四路22號11樓之1
095法登他000439,3,台北縣板橋市四川路2段16巷10號3樓
095法登他000439,4,新竹市和平路142號2樓
095法登他000439,5,台南市東區東門路3段253號3樓
095法登他000439,6,桃園市復興路70號3樓
095法登他000439,7,苗栗市站前1號4樓
095法登他000439,8,嘉義市友愛路562號4樓
095法登他000439,9,高雄縣鳳山市光遠路406號2樓
095法登他000447,1,高雄市左營區文學路585號
095法登他000539,1,花蓮市商校街二六二號七樓之一
095法登他000539,2,台東市正氣北路二一五巷三號
095法登他000539,3,高雄市博愛一路三九一號十二樓
095法登他000539,4,台南市林森路一段一五八號六樓
095法登他000539,5,台中市五權路一之六七號十三樓
095法登他000539,6,南投縣埔里鎮中心路四十九號
095法登他000539,7,新竹市和平路一四二號十二樓
095法登他000542,1,台北市松山區敦化北路131號
095法登他000542,2,台中市北區進化北路369號7樓
095法登他000542,3,高雄市苓雅區中山二路412號3樓
095法登他000542,4,桃園縣平鎮市延平路1段168號
095法登他000573,1,台中市南區學府路七十九號十一樓之六
095法登他000575,1,加利福尼亞州拉克士波市東法蘭西斯德雷克爵士大道六十號三０八室
095法登他000579,1,台北市北投區立德號123號（台北捐血中心）
095法登他000579,2,台南市永福路1段85號（台南捐血中心）
095法登他000579,3,基隆市信一路14號1樓（台北捐血中心基隆捐血站）
095法登他000579,5,新竹縣竹北市光明十一路215巷8號（新竹捐血中心）
095法登他000579,6,桃園市文康街61號（新竹捐血中心桃園捐血站）
095法登他000579,7,苗栗市為公路282號、292巷1號1樓、2樓（新竹捐血中心苗栗捐血站）
095法登他000579,8,台中市西屯區台中港路3段124-30號（台中捐血中心）
095法登他000579,9,彰化市中山路1段348號（台中捐血中心彰化捐血站）
095法登他000579,10,南投縣埔里鎮北環路222號（台中捐血中心埔里捐血站）
095法登他000579,11,花蓮市節約街13號（花蓮捐血中心）
095法登他000579,12,屏東市和平路71號（高雄捐血中心屏東捐血站）
095法登他000579,13,高雄市楠梓區高楠公路1837號（高雄捐血中心）
095法登他000579,14,雲林縣斗六市莊敬路300號（台南捐血中心雲林捐血站）
095法登他000579,15,宜蘭市擺厘路16-7號（花蓮捐血中心宜蘭捐血站）
095法登他000579,16,台北縣板橋市中山路1段50巷36號2樓之3、之4（台北捐血中心板橋捐血站）
095法登他000579,17,澎湖縣馬公市中山路62號（高雄捐血中心馬公捐血站）
095法登他000579,18,嘉義市博愛路1段488號（台南捐血中心嘉義捐血站）
095法登他000579,19,台東市傳廣路69巷11號（花蓮捐血中心台東捐血站）
095法登他000622,1,台東市長沙街三０三巷一號
095法登他000653,1,高雄市三民區九如二路583號11樓
095法登他000653,2,桃園縣中壢市環西路83號
095法登他000653,3,新竹市光華二街72巷25弄7號
095法登他000653,4,宜蘭縣宜蘭市延平路38-47號
095法登他000653,5,花蓮縣光復鄉中山路2段129號之1樓
095法登他000653,6,台北市光復北路60巷19之6號地下樓
095法登他000653,7,台北縣三峽鎮國光街12巷10號1樓
095法登他000653,8,台中縣大里市內新街45號
095法登他000653,9,高雄縣鳳山市濱山街6之6號
095法登他000653,10,嘉義市垂楊路580號2樓
095法登他000653,11,嘉義縣竹崎鄉鹿滿村鹿山路60號
095法登他000653,12,台南縣東山鄉東山村500號
095法登他000653,13,苗栗市嘉新里經國路4段851號2樓
095法登他000653,14,南投市漳興里漳興巷51號地下室1樓
095法登他000653,15,彰化縣員林鎮山腳路1段222巷2號
095法登他000653,16,雲林縣斗六市公正里平等街53號
095法登他000653,17,屏東縣東港鎮中正路1段10之1號
095法登他000653,18,台東縣延平鄉桃源村11鄰昇平路191號
095法登他000660,1,台東市漢口街117號
095法登他000677,1,新竹縣竹北市中華路117號
095法登他000677,3,台中市南屯區大進街393號2樓
095法登他000677,4,嘉義市新生路657號5樓之1
095法登他000677,6,台南縣永康市中華路10巷16號Ａ棟2樓
095法登他000677,7,高雄市三民區澄和路151號6樓之1
095法登他000677,8,屏東市豐年街63號
095法登他000677,9,台北市大安區羅斯福路3段261號8樓
095法登他000692,1,台北縣永和市福和路221號2樓
095法登他000692,2,台北縣板橋市實踐路130號4樓及132號4樓
095法登他000692,3,台北縣三重市重陽路4段130號4樓
095法登他000692,4,台南縣永康市中華路663號2樓
095法登他000692,5,嘉義市中山路498號1之4樓
095法登他000692,6,高雄市五福四路104號1之5樓
095法登他000692,7,台中市東興路3段315號2樓之1
095法登他000692,8,花蓮市中山路475之3號1之4樓
095法登他000692,9,台中縣豐原市水源路595號1之4樓
095法登他000692,11,台中市中興街341號2樓
095法登他000692,12,台南市東寧路384號1之5樓
095法登他000692,13,屏東市民生路118號1之4樓
095法登他000692,14,屏東市信義路272號1樓至3樓
095法登他000692,15,台南市崇明路401號2樓、403號2樓
095法登他000692,16,台中市興安路1段271號
095法登他000692,17,台中市北區陝西路47號Ｂ1、1樓、2樓及49號2樓
095法登他000692,18,台北縣土城市清水路166號2樓
095法登他000692,19,台中市自由路2段8號9樓之1
095法登他000692,20,台南市中正路53巷1號2樓
095法登他000692,21,台北縣永和市中山路1段214號3樓
095法登他000692,22,台中市向上路1段36號3樓之1
095法登他000692,23,高雄市華夏路981號2樓
095法登他000692,24,高雄市中正三路88號3樓
095法登他000692,25,嘉義市民族路246號2樓
095法登他000737,1,基隆市基金一路110之87號　　　　　　　　台北市士林區德行東路314號1樓
095法登他000737,2,"台北市大安區樂利路97號1樓　 　　   　 　　台北縣板橋市光明街138號"
095法登他000737,4,"桃園縣中壢市甘肅一街29號　　　  　 　　　花蓮市美崙中興路75號"
095法登他000737,5,新竹市光復路1段531巷72之8號　　　　　　台中市西屯區甘肅路1段67號
095法登他000737,6,"彰化縣和美鎮彰美路5段160號　　　  　　  　南投市民族路615號"
095法登他000737,7,台中縣豐原市圓環東路707號　　　　　　　雲林縣虎尾鎮公安路201號
095法登他000737,8,台南市中西區西賢一街139號　　　　　　　台南縣新營市大同路45之3號
095法登他000737,9,"高雄市苓雅區中正一路305號1樓　　    　  　　高雄縣岡山鎮竹圍東街182巷12號"
095法登他000737,10,"苗栗縣竹南鎮竹興里博愛街518號　　  　 　     嘉義市福民里新民路621號"
095法登他000737,19,屏東市大武路303號　　　　　　　　　　　金門縣金城鎮民權路173之1號
095法登他000737,22,宜蘭市女中路17之3號3樓之2　　　　　　　台東市正氣北路255巷74號
095法登他000737,23,澎湖縣馬公市成功街75號
095法登他000737,24,"蒙古國烏蘭巴托市觀光街台灣中心205室(Room205, Taiwan Center, Juulchin Street, Ulaanbaatar, Mongolia)"
095法登他000750,1,台北市大直街六十二巷十號
095法登他000831,1,台北市大安區信義路3段162號6樓
095法登他000834,3,台北縣板橋市萬板路476號4樓　　　　　　　苗栗市民族路222號
095法登他000834,4,"台北市建國北路2段115號7樓　　 　　 　   　　嘉義市重慶路356號"
095法登他000834,5,高雄縣鳳山市光復路2段243號　　　　　　　宜蘭市民權新路1-2號
095法登他000834,7,"新竹縣竹北市成功六街149號　 　　　　    　　 屏東市瑞光路2段290號"
095法登他000834,10,"花蓮市國盛二街103號3樓之5　　 　　　　 　"
095法登他000834,14,"台中縣豐原市南陽路85號　　　 　　　 　　桃園市中平路102號15樓"
095法登他000834,15,"南投市中興路466巷6號15樓　　　　 　 　 　台南縣新營市民治東路29號"
095法登他000834,16,"雲林縣斗六市南京路426-1號 　　　　　　　金門縣金城鎮金山路5號"
095法登他000834,18,"嘉義縣太保市北港路2段509號　　　　 　　 澎湖縣馬公市朝陽路146號1樓"
095法登他000834,26,台南市中華西路1段137巷103號　　　　　　基隆市信義區信一路133號5樓之1
095法登他000834,30,新竹市中山路428號　　　　　　　　　　　台東市四維路1段381號
095法登他000834,32,"高雄市鼓山區龍水里中華一路2300號　　　 台中市五權西路1段257號9樓之1"
095法登他000834,33,彰化市中央路184號12樓之2
095法登他000869,1,台北市大安區建國南路2段231號
095法登他000883,1,台中市復興路四段二三一之一號三樓
095法登他000883,2,高雄市苓雅區自強三路七號七樓
095法登他000883,3,台北市南京東路五段一０八號四樓
095法登他000891,1,高雄市三民區九如二路583號11樓
095法登他000891,2,桃園縣中壢市環西路83號
095法登他000891,3,新竹市光華二街72巷25弄7號
095法登他000891,4,宜蘭縣宜蘭市延平路38-47號
095法登他000891,5,花蓮縣光復鄉中山路2段129號之1樓
095法登他000891,6,台北市光復北路60巷19之6號地下樓
095法登他000891,7,台北縣三峽鎮國光街12巷10號1樓
095法登他000891,8,台中縣大里市內新街45號
095法登他000891,9,高雄縣鳳山市濱山街6之6號
095法登他000891,10,嘉義市垂楊路580號2樓
095法登他000891,11,嘉義縣竹崎鄉鹿滿村鹿山路60號
095法登他000891,12,台南縣東山鄉東山村500號
095法登他000891,13,苗栗市嘉新里經國路4段851號2樓
095法登他000891,14,南投市漳興里漳興巷51號地下室1樓
095法登他000891,15,彰化縣員林鎮山腳路1段222巷2號
095法登他000891,16,雲林縣斗六市公正里平等街53號
095法登他000891,17,屏東縣東港鎮中正路1段10之1號
095法登他000891,18,台東縣延平鄉桃源村11鄰昇平路191號
095法登他000891,19,台南市北區長榮路5段452巷19號
095法登他000892,1,台北市大安區信義路3段162號6樓
095法登他000899,1,桃園縣桃園市中山路425巷3號7樓之7
095法登他000903,1,台北縣永和市中興街八十號
095法登他000913,1,台北市中山區新生北路三段七號三樓
095法登他000926,29,台南市中區中正路23號（台南市委員會）
095法登他000926,36,雲林縣斗六市府前街62號（雲林縣委員會）
095法登他000926,37,連江縣南竿鄉介壽村63號（連江縣委員會）
095法登他000926,38,高雄縣鳳山市曹公路21號（高雄縣委員會）
095法登他000926,39,台南縣新營市民治路34號（台南縣委員會）
095法登他000926,40,嘉義市大業街88號（嘉義市委員會）
095法登他000926,41,台中縣豐市東仁街138號（台中縣委員會）
095法登他000926,42,花蓮縣花蓮市公園路27號（花蓮縣委員會）
095法登他000926,43,屏東縣屏東市桂林街38-2號（屏東縣委員會）
095法登他000926,44,嘉義縣朴子市祥和一路西段2號（嘉義縣委員會）
095法登他000926,54,南投縣南投市文昌街45號3樓之1（南投縣委員會）
095法登他000926,58,澎湖縣馬公市治平路28-1號（澎湖縣委員會）
095法登他000926,60,台東縣台東市民族里博愛路430號（台東縣委員會）
095法登他000926,61,桃園縣桃園市成功路1段32號6樓（桃園縣委員會）
095法登他000926,62,基隆市義西路10號（基隆市委員會）
095法登他000926,63,新竹市民富街161號（新竹市委員會）
095法登他000926,64,台中市西屯區大隆路40號（台中市委員會）
095法登他000926,65,宜蘭縣宜蘭市女中路27號（宜蘭縣委員會）
095法登他000926,66,台北縣板橋市中山路1段50巷17號3樓（台北縣委員會）
095法登他000926,67,台北市中山區八德路2段232號地下1樓（國軍退除役人員黨部委員會）
095法登他000926,68,高雄市三民區建國一路463號（高雄市委員會）
095法登他000926,69,台北市中正區紹興北街5號5樓（台北市委員會）
095法登他000926,70,苗栗縣苗栗市自治路518號（苗栗縣委員會）
095法登他000926,74,彰化縣彰化市西勢街192號2樓（彰化縣委員會）
095法登他000926,75,新竹縣竹北市縣政二路101號（新竹縣委員會）
095法登他000926,76,金門縣金城鎮民權路154號（金門縣委員會）
095法登他000972,34,台北市中山區建國北路2段115號7樓
095法登他000972,35,高雄市鼓山區龍水里中華一路2300號
095法登他000972,36,台北縣板橋市萬板路476號4樓
095法登他000972,37,宜蘭縣宜蘭市民權新路1-2號
095法登他000972,38,桃園縣桃園市中平路102號15樓
095法登他000972,39,新竹縣竹北市成功六街163號
095法登他000972,40,苗栗縣苗栗市民族路221號
095法登他000972,41,台中縣豐原市南陽路85號
095法登他000972,42,彰化縣彰化市中央路184號12樓之12
095法登他000972,43,南投縣南投市中興路466巷6號15樓
095法登他000972,44,雲林縣斗六市南京路426-1號
095法登他000972,45,嘉義縣太保市北港路2段509號
095法登他000972,46,台南縣新營市民治東路29號
095法登他000972,47,高雄縣鳳山市光復路2段243號
095法登他000972,48,屏東縣屏東市瑞光路2段290號
095法登他000972,49,花蓮縣花蓮市國盛二街103號3樓之5
095法登他000972,50,台東縣台東市四維路1段381號
095法登他000972,51,澎湖縣馬公市朝陽路146號1樓
095法登他000972,52,基隆市信義區信一路133號5樓之1
095法登他000972,53,新竹市中山路428號
095法登他000972,54,台中市西屯區寧夏路46號
095法登他000972,55,嘉義市重慶路356號
095法登他000972,56,台南市中華西路1段137巷103號
095法登他000972,57,金門縣金城鎮民生路1號2樓
095法登他000972,58,高雄市苓雅區興中一路62號5樓
095法登他001009,1,台北市中正區中華路2段75巷1弄1號4樓
095法登他001019,1,台中市自由路1段98之1號3樓
095法登他001019,2,高雄市苓雅區光華一路129號10樓
095法登他001024,1,高雄市三民區九如二路583號11樓
095法登他001024,2,桃園縣中壢市環西路83號
095法登他001024,3,新竹市光華二街72巷25弄7號
095法登他001024,4,宜蘭縣宜蘭市延平路38-47號
095法登他001024,5,花蓮縣光復鄉中山路2段129號之1樓
095法登他001024,6,台北市光復北路60巷19之6號地下樓
095法登他001024,7,台北縣三峽鎮國光街12巷10號1樓
095法登他001024,8,台中縣大里市內新街45號
095法登他001024,9,高雄縣鳳山市濱山街6之6號
095法登他001024,10,嘉義市垂楊路580號3樓
095法登他001024,11,嘉義縣竹崎鄉鹿滿村鹿山路60號
095法登他001024,12,台南縣東山鄉東山村500號
095法登他001024,13,苗栗市嘉新里經國路4段851號2樓
095法登他001024,14,南投市漳興里漳興巷51號地下室1樓
095法登他001024,15,彰化縣員林鎮山腳路1段222巷2號
095法登他001024,16,雲林縣斗六市公正里平等街53號
095法登他001024,17,屏東縣東港鎮中正路1段10之1號
095法登他001024,18,台東縣延平鄉桃源村11鄰昇平路191號
095法登他001024,19,台南市北區長榮路5段452巷19號
095法登財000025,1,台北市大安區光復南路574-1號7樓
095法登財000030,1,台北市大安區和平東路2段265巷9號2樓
