登記案號,類別,案由,主任,登記號數,收件日期,登記日期,公告日期,登記簿,任期判定,屆期判定,法人代表,法人名稱,設立登記日期,主事務所,目的,捐助方法,許可機關日期,存立時期,財產總額,結案原因,結案日期,歸檔日期,發證日期,清算人,變更原因,註銷日期,撤銷日期,撤(註)銷機關文號,撤(註)銷原因
105法登他000026,1,2,林蕙鴻,932,1050121,1050125,1050125,20冊11頁,1,7,黃美蘭,財團法人台灣高爾夫國手培訓基金會,0770714,桃園市楊梅區楊昇路256號1樓,以促進高爾夫運動發展及培訓國手為宗旨。,由創立捐助人許典雅、黃勝吉、翁國榮、許憲宗、許紹宗等共同捐助。,教育部中華民國77年7月6日台(77)體字第30560號函,永久,2000000.00,1,1050125,,1050203,,,,,,
105法登他000027,1,2,林蕙鴻,79,1050125,1050203,1050203,2冊159頁,1,9,徐旭東,財團法人元智大學,0760901,桃園市中壢區遠東路135號,創辦私立元智大學並謀其發展。,捐助,教育部中華民國76年4月6日台(76)高18278號函准設立,永久,6658547538.00,1,1050203,,,,,,,,
105法登他000028,2,2,林蕙鴻,852,1050125,1050201,1050201,18冊55頁,2,3,陳俞佑,社團法人中華唸佛蓮會,1001108,桃園市大園區文中街15號,推廣唸佛法門，以佛法啟迪人心，舉辦心靈講座，利益大眾。,會費等,內政部中華民國100年10月13日台內社字第1000199718號函,永久,9988.00,1,1050201,,,,,,,,
105法登他000029,2,2,林蕙鴻,793,1050125,1050218,1050218,17冊37頁,2,2,趙雅齡,社團法人中華民國弱勢者希望協會,0991028,桃園市楊梅區新農街二段62號,"以愛為根基，關心、陪伴、傾聽為服事，並推廣愛人愛己，救人救己、互相幫助的精神。
幫助心靈、經濟、生活貧困的弱勢族群，脫離痛苦、自殺的環境。
事業經營業不善者，失業未能領取救助或長期無收入者，生活陷入困境之家庭。
關懷弱勢（原住民、單親父母、遭棄孩童、老人、身心障礙、遊民）者的生活照顧及心靈輔導。
營造相互關懷、溫暖互助的新生活環境。
配合政府「弱勢家庭脫困計畫」。",會費等,內政部中華民國99年9月6日台內社字第0990180691號函,永久,0.00,1,1050218,,,,,,,,
105法登他000030,2,2,林蕙鴻,442,1050126,1050126,1050126,10冊35頁,1,5,李欽銘,社團法人桃園市營造工程協進會,0920106,桃園市桃園區縣府路120號,提昇會員之營造業相關知識，增進共同利益及善盡社會責任為宗旨。,會費等,桃園縣政府中華民國90年11月21日九十府社行字第二三○○一四號,永久,2350700.00,1,1050126,,1050217,,,,,,
105法登他000031,2,2,林蕙鴻,886,1050128,1050224,1050224,19冊21頁,1,2,許嘉紘,社團法人桃園市卓越夢想協會,1010430,桃園市桃園區三民路三段188號3樓之2,本會為依法設立，非以營利為目的之社會團體，針對自我形象低落、價值觀偏差、沒有目標的人生者，以正確教導、關懷、講座、研習、小組、才藝、品格、座談、輔導、分享、鼓勵等方式，實現品格卓越、夢想起飛這個宗旨。,會費。,桃園縣政府中華民國100年12月26日府社發字第1000531437號函,永久,0.00,1,1050224,,,,,,,,
105法登他000032,2,2,林蕙鴻,460,1050128,1050308,1050308,10冊71頁,2,6,羅梅枝,社團法人桃園市蘆竹區南榮社區發展協會,0921003,桃園市蘆竹區中正路213號,以促進社區發展，增進居民福利，建設安和融合、團結互助之現代化社會為宗旨。,會費等,桃園縣政府中華民國83年12月18日83桃社政字第159號,永久,0.00,1,1050308,,,,,,,,
105法登他000033,2,2,林蕙鴻,464,1050129,1050215,1050215,10冊79頁,2,16,王馬利,社團法人桃園市視障福利發展協進會,0921219,桃園市桃園區長壽街44號,本會以研究盲人福利問題，並發動社會力量興辦盲人福利事業為宗旨。,會員繳納會費、各機關補助,桃園縣政府中華民國84年11月30日桃社政字第20511號,永久,500000.00,1,1050215,,1050303,,,,,,
105法登他000034,1,2,林蕙鴻,149,1050201,1050201,1050201,4冊48頁,1,9,張美珍,財團法人桃園市龍潭區國民中小學文教基金會,0840612,桃園市龍潭區武中路227號,協助本區學校改善環境、發展校務、獎勵教師研究進修、促進學生敦品勵學。,捐助,桃園縣政府中華民國84年3月20日84府教社字第005179號函,永久,2444792.00,1,1050201,,,,,,,,
105法登他000035,1,2,林蕙鴻,16,1050201,1050216,1050216,1冊61頁,1,14,林秀芳,新興學校財團法人,0620515,桃園市八德區永豐路563號,為遵照國家教育政策暨現行教育法令之規定，辦理高級中學暨附設國民中學部、國民小學部，並謀其健全發展之目的。,捐助。,台灣省政府教育廳中華民國62年5月15日62教三字第07574號許可證書。,永久,2840315363.00,1,1050216,,,,,,,,
105法登他000036,1,2,林蕙鴻,859,1050203,1050223,1050223,18冊69頁,1,7,蕭玉珠,財團法人禮圓文化教育基金會,0861028,屏東縣佳冬鄉大豐路72號；分事務所：桃園市新屋區新洲路76號,本會以發揚中華倫理文化及奬助在校學生敦品勵志為宗旨。,捐助,屏東縣政府中華民國86年10月3日屏府教社字第166817號函,永久,2000000.00,1,1050223,,1050309,,,,,,
105法登他000037,1,2,林蕙鴻,172,1050216,1050224,1050224,4冊94頁,1,7,邱顯欽,財團法人國立中壢高級商業職業學校文教基金會,0850411,桃園市中壢區中央西路二段141巷100號,發展校務，改善教學環境，奬勵教師研習進修，促進學生敦品勵學。,捐助,桃園縣政府中華民國85年2月16日85府教社字第027465號,永久,2500000.00,1,1050224,,,,,,,,
105法登他000038,1,2,林蕙鴻,92,1050217,1050227,1050227,3冊21頁,2,9,林振祥,財團法人台灣省桃園縣中華基督教中壢浸信會,0780827,桃園市中壢區民族路53號,宣揚耶穌基督福音領人信主，並辦理社會服務教育，救濟等事業。,捐助,桃園縣政府中華民國78年7月14日78府民禮字第105597號函。,永久,2513327.00,1,1050227,,,,,,,,
105法登他000039,2,2,林蕙鴻,507,1050217,1050301,1050301,11冊65頁,2,4,劉雪筠,社團法人臺灣慧行志工救生游泳協會,0940309,桃園市中壢區志廣路87號,本會之設立為發展水上安全，普及救生教育，培育水上救生人員，發揮救災功能，拯救水難，維護水上安全，倡導熱愛生命、發揮生命價值為宗旨。,會費等,內政部中華民國94年2月14日台（９４）內社字第0940004844號函,永久,0.00,1,1050301,,,,,,,,
105法登他000040,1,2,林蕙鴻,391,1050217,1050218,1050218,9冊33頁,2,13,林瑞英,財團法人聲寶股份有限公司聯合職工福利委員會,0900705,桃園市龜山區大華村頂湖路26之3號,為謀聲寶股份有限公司、德寶家電股份有限公司、新格數位行銷有限公司全體職工福利並改善職工生活為目的。,捐助,台北市政府社會局中華民國63年11月北市職福字第048號登記證,永久,111455350.00,1,1050218,,1050308,,,,,,
105法登他000041,1,2,林蕙鴻,38,1050218,1050218,1050218,1冊137頁,1,10,李震淮,財團法人台灣省私立桃園仁愛之家,0741105,桃園市楊梅區高榮里14鄰梅獅路539巷3號,舉辦並發展社會救濟事業為宗旨。,捐助,新竹縣政府中華民國37年3月13日（主管機關變更為衛生福利部）,永久,2687184601.00,1,1050218,,,,,,,,
105法登他000042,2,2,林蕙鴻,1164,1050219,1050309,1050309,25冊25頁,2,3,唐明紹,社團法人中華民國檢測驗證協會,0990809,桃園市觀音區工南路6-6號,以結合全國標準、測試、檢驗、校正、查證及驗證領域資源，構成完整檢測驗證相關產業，促進產官學研界交流合作，健全法規制度，致力檢測驗證人才培育、精進研發創新，創造產業發展環境與契機，並與國際接軌為宗旨。,會費等,內政部中華民國98年5月8日台內社字第0980088403號函,永久,300000.00,1,1050309,,,,,,,,
105法登他000043,1,2,林蕙鴻,40,1050219,1050224,1050224,2冊1頁,1,15,羅時逢,桃園創新科技學校財團法人,0581016,桃園市中壢區中山東路3段414號,為遵照國家教育政策暨現行教育法令規定之目的，設立桃園創新科技學校財團法人。,捐助,教育部中華民國58年10月2日台（五八）專字第20363號許可設立,永久,2680579546.00,1,1050224,,,,,,,,
105法登他000044,1,2,林蕙鴻,682,1050219,1050219,1050219,15冊15頁,2,3,柯文昌,財團法人台灣好文化基金會,0971210,桃園市龜山區復興三路63號3樓,以將台灣的美好從在地紮根為宗旨，希望台灣成為美好的家園，不論在人文素養、文化內涵、生活環境都是華人之最。,由財團法人融悟文教基金會捐助,桃園縣政府文化局中華民國97年12月1日桃縣文行字第0971007514號函,永久,13000000.00,1,1050219,,,,,,,,
105法登他000045,2,2,林蕙鴻,983,1050223,1050303,1050303,21冊15頁,2,2,黃文樹,社團法人桃園市大溪區黃姓宗親會,1021017,桃園市大溪區仁和八街73巷56號,發揚固有倫理道德、團結宗誼、敦親睦鄰、謀求宗親共同福利。,會費等,桃園縣政府中華民國102年2月21日府社發字第1020036188號函,永久,0.00,1,1050303,,,,,,,,
105法登他000046,1,2,林蕙鴻,346,1050223,1050308,1050308,8冊47頁,1,6,吳黃玉英,財團法人桃園市私立國宏老人長期照顧中心（養護型）,0890322,桃園市平鎮區關爺東路19之5號,以對老人提供服務，福利與舉辦老人福利慈善事業為宗旨。,捐助,桃園縣政府中華民國89年1月27日八九府社助字第019675號函,永久,57959521.00,1,1050308,,,,,,,,
105法登他000047,1,2,林蕙鴻,835,1050224,1050224,1050224,18冊21頁,1,2,林丕衍,財團法人臺灣省桃園縣林姓九牧德門文進親族會,1000704,桃園市蘆竹區南竹路22號,本於闡揚祖德，促進宗親團結互助及建造和諧社會之精神，協助政府推行急難救助，興辦社會公益慈善事業為宗旨。,捐助等,桃園縣政府中華民國100年6月3日府民宗字第1000165692號函,永久,20675300.00,1,1050224,,,,,,,,
105法登他000048,1,2,林蕙鴻,896,1050224,1050224,1050224,19冊41頁,1,5,林武弘,財團法人台灣燃氣器具研發中心,0911002,桃園市桃園區春日路1434巷90號,以協助業者產品之研究發展，提昇國內燃氣器具之品質與安全，及保障消費者使用安全，從事燃氣器具之研究與發展，及瓦斯器具人才培育，藉以促進燃氣器具業升級為宗旨。,由台灣區瓦斯器材工業同業公會等捐助。,經濟部中華民國91年9月2日經商字第09102179330號函,永久,35611572.00,1,1050224,,,,,,,,
105法登他000049,1,2,林蕙鴻,755,1050225,1050227,1050227,16冊61頁,2,3,洪煥青,財團法人谷崧社會慈善基金會,0990303,桃園市中壢區中正路1274巷48號,以辦理社會福利慈善事業為目的。,捐助等,內政部中華民國99年2月6日內授中社字第0990002046號函,永久,30000000.00,1,1050227,,,,,,,,
105法登他000050,1,2,林蕙鴻,543,1050225,1050310,1050310,12冊37頁,1,2,賴阿完,財團法人台灣省桃園縣中壢玉尊宮,0591111,桃園市中壢區西園路97號,宣揚道佛教，敦睦信徒友誼及興辦慈善公益事業。,捐助,桃園縣政府中華民國94年10月5日府民宗字第0940274807號,永久,9912966.00,1,1050310,,,,"財產總額變更為新臺幣9912966 元。
捐助章程第4 、6 、9 、14、15、25、27條變更（經本院104年度法字第33號裁定准許變更）。",,,,
105法登他000051,1,2,林蕙鴻,193,1050226,1050310,1050310,5冊37頁,2,7,高安邦,財團法人桃園市蘆竹區社教文教基金會,0860222,桃園市蘆竹區南崁路150號,以提昇蘆竹鄉社會教育事業水準為宗旨。,捐助,桃園縣政府中華民國86年1月7日86府教社字第002878號函,永久,43500000.00,1,1050310,,,,,,,,
105法登他000052,1,2,林蕙鴻,146,1050302,1050309,1050309,4冊42頁,2,8,陳裕豐,財團法人桃園市桃園區國民中小學教育事務基金會,0840222,桃園市桃園區莊一街107號,協助桃園區學校改善環境、發展校務、獎勵教師研究進修、促進學生敦品勵學為目的。,捐助,桃園縣政府中華民國84年1月20日84府教社字第014461號函,永久,9900000.00,1,1050309,,,,,,,,
105法登他000053,1,2,林蕙鴻,12,1050304,1050308,1050308,1冊45頁,2,10,鍾延俊,財團法人台灣省桃園縣耶蘇教會堂,0640911,桃園市龍潭區東龍路220號,圖謀基督教健全之發展而幫助耶蘇教會堂之傳道並致力管理所有財產,捐助,桃園縣政府中華民國64年9月11日桃府民造字第82920號函,永久,30284832.00,1,1050308,,,,,,,,
105法登他000054,1,2,林蕙鴻,462,1050304,1050412,1050412,10冊75頁,2,5,李崇信,財團法人台灣省桃園縣中華基督教埔心浸信會,0921209,桃園市楊梅區埔心里漢昌街15號,本法人以敬拜真神、遵行聖經真理、領人歸主、牧養信徒及服務社會為宗旨。,財團法人美南浸信會台北市事務所捐助,桃園縣政府中華民國92年11月5日府民宗字第0920254070號函,永久,7803880.00,1,1050412,,1050428,,,,,,
105法登他000055,2,2,林蕙鴻,340,1050304,1050330,1050330,8冊35頁,2,6,林朝財,社團法人桃園市桃園林姓宗親會,0890215,桃園市桃園區中正路1067號6樓,以團結林姓、敦睦宗誼，發揚倫理道德，增進宗親互助合作，促進社會福利推行政令，維護國策為旨,捐助,桃園縣政府中華民國八十八年五月二日八八府社合字第一０九一六二號,永久,100000.00,1,1050330,,,,,,,,
105法登他000056,1,2,林蕙鴻,76,1050308,1050318,1050318,2冊147頁,1,10,楊定一,財團法人長庚大學,0751230,桃園市龜山區文化一路259號,本法人之辦學理念為以「勤勞樸實」校訓，培育德業兼備、理論與實務結合、刻苦耐勞及實事求是之國家所需人才。,一、由財團法人長庚紀念醫院及台塑關係企業所屬公司等捐助設立。二、嗣後並得繼續接受國內外之個人、法人或團體之捐贈。,教育部中華民國75年11月21日台（７５）高字第53525號函許可設立。,永久,24573612599.00,1,1050318,,,,,,,,
105法登他000057,1,2,林蕙鴻,80,1050309,1050310,1050310,2冊163頁,2,8,李崇信,財團法人台灣省私立啟智技藝訓練中心,0761014,"主事務所：桃園市楊梅區富裕街659號   分事務所：桃園市中壢區新生路165號    分事務所：桃園市中壢區育英路77號",以舉辦並發展身心障礙者福利事業為宗旨。,捐助,台灣省政府社會處中華民國76年9月18日76社四字第50105號函許可設立,永久,271562740.00,1,1050310,,1050330,,,,,,
105法登他000058,1,2,林蕙鴻,182,1050309,1050310,1050310,5冊15頁,1,7,丁焦桐,財團法人黃烈火社會福利基金會,0850903,桃園市楊梅區高榮里15鄰幼平街239號,"基金會宗旨為「美好人生  祥和社會」，以舉辦及獎助社會福利事業為目的，包括下列各事項：一、舉辦各種社會福利事業及就業創業輔導。二、捐助國際醫療研究機構、服務社會。三、政府或私人福利機構有關社會福利計劃之配合或獎助。四、各種叢書及社會福利相關刊物之出版，暨設立社會福利設施事宜。五、公益事業團體之獎助或舉辦。六、其他有關社會福利事業之獎助或舉辦。",捐助,內政部中華民國85年8月12日台(85)內社字第8587431號,永久,939934484.00,1,1050310,,,,,,,,
105法登他000059,1,2,林蕙鴻,648,1050309,1050316,1050316,14冊47頁,2,3,謝崑永,康萊爾學校財團法人,0970327,桃園市桃園區力行路288巷8號,"為響應政府鼓勵私人捐資興學,增加市民多樣化就學管道之目的,遵照國家教育政策暨現行教育法令之規定,設立康萊爾學校財團法人,辦理桃園市康萊爾國民中小學,並謀其健全發展。",捐助,桃園縣政府中華民國97年1月11日府教國字第0970009588號,永久,197921838.00,1,1050316,,1050325,,捐助章程變更等,,,,
105法登他000060,2,2,林蕙鴻,916,1050309,1050317,1050317,19冊81頁,2,2,廖書賢,社團法人桃園市結構工程技師公會,1011015,桃園市桃園區中山路711之1號2樓,以加強會員聯繫，保障應有權益，提高結構工程技術水準，發揚服務精神及協助政府推展國家建設為宗旨。,會費等,桃園縣政府中華民國101年9月13日府社發字第1010229961號函,永久,322010.00,1,1050317,,,,,,,,
105法登他000061,2,2,林蕙鴻,1043,1050311,1050315,1050315,22冊22頁,1,1,李秉軍,社團法人桃園市基督教葡萄樹華人宣教協會,1030730,桃園市桃園區大林路20之1號3樓,非以營利為目的之社會團體，以宣揚基督教義的博愛精神，並扶助弱小、啟迪人心、辦理社會公益等為宗旨。,會費等。,桃園縣政府中華民國103年7月1日府社發字第1030148421號函,永久,0.00,1,1050315,,,,,,,,
105法登他000062,1,2,林蕙鴻,25,1050314,1050325,1050325,1冊97頁,2,16,彭壽春,健行學校財團法人,0550318,桃園市中壢區健行路229號,培養國家經濟建設人才,由創辦人楊永奎先生捐助創校基金新臺幣伍佰萬元及前臺北市私立三極高級工業職業學校中壢分部移贈校產（包括動產、不動產及其他產權），總值為新臺幣陸佰陸拾萬伍仟玖佰玖拾陸元陸角。,教育部中華民國55年2月3日（55）高字第1384號令,永久,4290311927.00,1,1050325,,,,,,,,
105法登他000063,1,2,林蕙鴻,152,1050314,1050315,1050315,4冊54頁,1,7,詹益銘,財團法人桃園市平鎮區國民中小學文教基金會,0840619,桃園市平鎮區廣平街1號（復旦國民小學）,協助本市國中小學改善環境、發展校務、獎勵教師研究進修、促進學生敦品勵學。,由本市學校校友、家長、公司行號及熱心教育人士捐助,桃園縣政府中華民國84年4月21日84府教社字第081093號,永久,2200000.00,1,1050315,,,,,,,,
105法登他000064,1,2,林蕙鴻,43,1050315,1050322,1050322,2冊13頁,1,10,宗成志,財團法人宗倬章先生教育基金會,0660916,桃園市中壢區新生路二段232號,獎勵協助文化教育科技發展，並獎助清寒優秀青年完成學業致力建國大業。,捐助,教育部中華民國66年8月3日,永久,730000000.00,1,1050322,,,,,,,,
105法登他000065,1,2,林蕙鴻,54,1050315,1050315,1050315,2冊59頁,2,6,李克勉,財團法人天主教嘉諾撒仁愛修女會,0591130,桃園市中壢區中央西路二段124號,協助台灣地區主教各項傳教工作。,捐助,中華民國五十九年十一月二十一日台北市政府五九府民一字第七五九號函,永久,1215062.00,1,1050315,,,,,,,,
105法登他000066,2,2,林蕙鴻,469,1050315,1050325,1050325,10冊89頁,2,4,黃平進,社團法人桃園市和邑堂黃氏宗族協進會,0930227,桃園市桃園區埔新路112號,本會為依法設立，非以營利為目的之社會團體，以敦睦宗誼，追思祖德，發揚民族固有倫理道德，並加強宗族間之團結為宗旨。,會費等,桃園縣政府中華民國92年10月20日府社行字第0920234946號函准予設立,永久,79010996.00,1,1050325,,,,,,,,
