登記案號,序號,分事務所地址
088法登他000663,1,高雄縣內門鄉內南村大學路二００號
088法登他000672,1,台北市民生東路四段九七巷四弄十四號二樓
088法登他000700,1,台北市青島東路一號二二一室。
088法登他000729,1,台北縣永和市福和路二二一號二樓
088法登他000729,2,台北縣板橋市實踐路一三０號四樓及一三二號四樓
088法登他000729,3,台北縣三重市重陽路四段一三Ｏ號四樓
088法登他000729,4,台南縣永康市中華路六六三號二樓
088法登他000729,5,嘉義市中山路四九八號一之四樓
088法登他000729,6,高雄市五福四路一０四號一之五樓
088法登他000729,7,台中市東興路三段三一五號二樓之一
088法登他000729,8,花蓮市中山路四七五之三號一之四樓
088法登他000729,9,台中縣豐原市水源路五九五號一之四樓
088法登他000729,11,台中市自由路二段八號九樓之一
088法登他000729,12,台中市北區陝西路四七號
088法登他000729,13,屏東市信義路二七二號一樓至三樓
088法登他000729,14,屏東市民生路一一八號一之四樓
088法登他000729,15,台南市東寧路三八四號一之五樓
088法登他000729,16,台中市市府路九七號一之八樓
088法登他000729,17,台中市興安路一段二七一號
088法登他000729,18,嘉義市民族路二四六號二樓
088法登他000729,19,台北縣土城市清水路一六六號二樓
088法登他000729,20,台南市中正路五三巷一號二樓
088法登他000729,21,台北縣永和市中山路一段二一四號三樓
088法登他000786,1,台中市三民路3段445號（台灣省委員會）
088法登他000786,2,台北市忠孝東路1段9號（台北市委員會）
088法登他000786,3,高雄市民生路二路39號（高雄市委員會）
088法登他000786,4,台北市忠孝東路5段293號3樓（國軍退除役人員黨部委員會）
088法登他000786,5,台北市仁愛路2段1號11樓（生產事業黨部委員會）
088法登他000786,6,台北市泉州街10號（交通事業黨部委員會）
088法登他000786,7,台北市仁愛路2段1號7樓（金融事業黨部委員會）
088法登他000786,8,台北市仁愛路2段1號8樓（新聞黨部委員會）
088法登他000786,9,台北市新生南路3段20號10樓（北區知識青年黨部）
088法登他000786,10,台中市德化街64號4樓（中區知識青年黨部）
088法登他000786,11,高雄市七賢三路247號6樓（南區知識青年黨部）
088法登他000786,12,台北縣板橋市文化路1段280號2樓（台北縣委員會）
088法登他000786,13,宜蘭市女中路27號（宜蘭縣委員會）
088法登他000786,14,桃園市縣府路332號5樓（桃園縣委員會）
088法登他000786,15,新竹縣竹北市縣政二路55號（新竹縣委員會）
088法登他000786,16,苗栗縣苗栗市府前路3號（苗栗縣委員會）
088法登他000786,17,台中縣豐原市東仁街138號（台中縣委員會）
088法登他000786,18,彰化縣彰化市西勢街192號2樓（彰化縣委員會）
088法登他000786,19,南投縣南投市文昌街45號3樓（南投縣委員會）
088法登他000786,20,雲林縣斗六市府前街62號（雲林縣委員會）
088法登他000786,21,嘉義縣朴子市祥和一路西段2號（嘉義縣委員會）
088法登他000786,22,台南縣新營市民治路34號（台南縣委員會）
088法登他000786,23,高雄縣鳳山市曹公路21號（高雄縣委員會）
088法登他000786,24,屏東縣屏東市桂林街38之2號（屏東縣委員會）
088法登他000786,25,台東縣台東市民族里博愛路430號（台東縣委員會）
088法登他000786,26,花蓮縣花蓮市公園路27號（花蓮縣委員會）
088法登他000786,27,基隆市義四路路10號（基隆市委員會）
088法登他000786,28,新竹市民富街42號（新竹市委員會）
088法登他000786,29,台中市大隆路40號（台中市委員會）
088法登他000786,30,嘉義市民國240號（嘉義市委員會）
088法登他000786,31,台南縣成功路457號11樓（台南市委員會）
088法登他000786,32,澎湖縣馬公市西文里102之8號（澎湖縣委員會）
088法登他000786,33,金門縣金城鎮民權路154號（金門縣委員會）
088法登他000786,34,連江縣南竿鄉中正路63號（連江縣委員會）
088法登他000842,1,屏東縣潮州鎮光春路一五九號
088法登社000033,1,台南縣鹽水鎮下中里樹子腳十九號
088法登財000105,1,台北市北投區承德路七段三八八號二樓
088法登財000105,2,台北市北投區大業路六五巷八九號
088法登財000105,3,台北市大安區安和路一段廿九號十樓
088法登財000105,4,台北縣金山鄉三界村七鄰十四之五號
088法登財000105,5,桃園市大興西路二段一０五號十二樓
088法登財000105,6,嘉義市林森西路一八七號三樓
088法登財000105,7,"台中市西區忠明路五四號            屏東市建豐路二巷七十號"
088法登財000105,8,台南市北區西門路三段一五九號十四樓
088法登財000105,9,高雄市三民區建安街八六號二樓
088法登財000105,10,台東市更生北路一三二巷四九號
